Loan_ID,Gender,Married,Dependents,Education,Self_Employed,Property_Area,Loan_Status,pca_component_1,pca_component_2
LP001953,Male,Yes,1,Graduate,No,Semiurban,Y,1584.6652335453782,-1510.8797491140522
LP001954,Female,Yes,1,Graduate,No,Urban,Y,-619.0490655704361,-1670.0939055782137
LP001955,Female,No,0,Graduate,No,Rural,N,-468.5589845092345,888.2006162841121
LP001963,Male,Yes,1,Graduate,No,Urban,N,-3474.587349198927,1056.5564397116
LP001964,Male,Yes,0,Not Graduate,No,Urban,N,-3688.827112374007,1049.999064755527
LP001972,Male,Yes,Unknown,Not Graduate,No,Semiurban,Y,-2531.417895926289,-53.57868803760289
LP001974,Female,No,0,Graduate,No,Rural,Y,-285.9462846306269,-1646.1234998279
LP001977,Male,Yes,1,Graduate,No,Urban,Y,-3782.02539064434,-90.588961334882
LP001978,Male,No,0,Graduate,No,Rural,Y,-1463.0215051375585,775.5583339680707
LP001990,Male,No,0,Not Graduate,No,Urban,N,-3278.1239006993605,-1861.67433927156
LP001993,Female,No,0,Graduate,No,Rural,Y,-1640.4707764719883,-73.39690966575517
LP001994,Female,No,0,Graduate,No,Urban,N,-3013.307033389153,24.993765569120114
LP001996,Male,No,0,Graduate,No,Rural,N,14909.838244654366,-549.0042910622449
LP001998,Male,Yes,2,Not Graduate,No,Rural,Y,2374.4774347434904,-1454.1028921977872
LP002002,Female,No,0,Graduate,No,Semiurban,Y,-2363.8605047433803,-1796.149742698509
LP002004,Male,No,0,Not Graduate,No,Semiurban,Y,-2526.6037139142454,603.490848277183
LP002006,Female,No,0,Graduate,No,Rural,Y,-2773.001226012406,-1825.828183623138
LP002008,Male,Yes,2,Graduate,Yes,Rural,Y,458.3212579907404,-1592.025433583909
LP002024,Unknown,Yes,0,Graduate,No,Rural,N,-2938.63981689776,10.730798353711634
LP002031,Male,Yes,1,Not Graduate,No,Urban,Y,-2000.75064211064,-125.3316637366636
LP002035,Male,Yes,2,Graduate,No,Semiurban,Y,-1565.6795361207596,-1738.3897982807007
LP002036,Male,Yes,0,Graduate,No,Urban,Y,-3374.019393497604,270.58728581101786
LP002043,Female,No,1,Graduate,No,Semiurban,Y,-1741.27996052538,-1751.097626634068
LP002050,Male,Yes,1,Graduate,Yes,Rural,N,4701.141217461126,-1286.7413153759155
LP002051,Male,Yes,0,Graduate,No,Semiurban,Y,-3035.0810662034423,328.2862638366787
LP002053,Male,Yes,3+,Graduate,No,Semiurban,Y,-955.8744043243614,-1504.9526391869997
LP002054,Male,Yes,2,Not Graduate,No,Rural,Y,-1795.6383026459434,-160.8202410240374
LP002055,Female,No,0,Graduate,No,Rural,Y,-2329.7717921949934,1199.3107780869277
LP002065,Male,Yes,3+,Graduate,No,Rural,Y,9689.160963709088,-926.3822442138484
LP002067,Male,Yes,1,Graduate,Yes,Rural,N,3014.0362258315245,3589.1535068854173
LP002068,Male,No,0,Graduate,No,Rural,Y,-368.7443013022057,-1652.1022024698093
LP002082,Male,Yes,0,Graduate,Yes,Semiurban,Y,375.0023709241468,567.4048492913921
LP002086,Female,Yes,0,Graduate,No,Urban,N,-1127.5992444571991,750.3689392452911
LP002087,Female,No,0,Graduate,No,Urban,Y,-2779.8988476630384,-1826.242980898068
LP002097,Male,No,1,Graduate,No,Urban,Y,-1029.3680021023647,97.8108277171541
LP002098,Male,No,0,Graduate,No,Semiurban,Y,-2345.800643601663,-1794.7445280826655
LP002100,Male,No,Unknown,Graduate,No,Urban,Y,-2447.73995965466,-1802.288363874403
LP002101,Male,Yes,0,Graduate,Unknown,Urban,Y,57901.16736055092,2547.91720219378
LP002103,Unknown,Yes,1,Graduate,Yes,Urban,Y,4403.072925914864,529.9477706094399
LP002106,Male,Yes,Unknown,Graduate,Yes,Semiurban,Y,-107.5749117613459,2867.764822966018
LP002110,Male,Yes,1,Graduate,Unknown,Rural,Y,-85.8550404850921,-941.7399247258488
LP002112,Male,Yes,2,Graduate,Yes,Rural,Y,-3109.813302916934,2762.591388885441
LP002113,Female,No,3+,Not Graduate,No,Urban,N,-3447.678899149764,-1873.8870728780028
LP002114,Female,No,0,Graduate,No,Semiurban,Y,-1124.2135809009696,-1706.9572100868768
LP002115,Male,Yes,3+,Not Graduate,No,Rural,N,-2746.5814994135976,-231.9870445118136
LP002116,Female,No,0,Graduate,No,Rural,N,-2901.739962647356,-1835.175565150254
LP002119,Male,Yes,1,Not Graduate,No,Urban,Y,-818.9472047610388,-452.17212642920185
LP002126,Male,Yes,3+,Not Graduate,No,Semiurban,Y,-2108.6070365402206,-1777.8388768946545
LP002128,Male,Yes,2,Graduate,Unknown,Rural,Y,-2864.2036435241007,504.0864050683245
LP002129,Male,Yes,0,Graduate,No,Semiurban,Y,-2956.9197187027016,625.9971505723065
LP002130,Male,Yes,Unknown,Not Graduate,No,Rural,N,-1991.1693572660945,1469.476484017262
LP002131,Male,Yes,2,Not Graduate,No,Urban,Y,-2353.856767796582,378.4381758987674
LP002137,Male,Yes,0,Graduate,No,Semiurban,Y,715.0098043973967,3021.6616820120207
LP002138,Male,Yes,0,Graduate,No,Rural,Y,-3103.694095025354,4417.341289478199
LP002139,Male,Yes,0,Graduate,No,Semiurban,Y,3787.099420525884,-1352.0337011736185
LP002140,Male,No,0,Graduate,No,Rural,N,3155.968436605589,2780.779051821816
LP002141,Male,Yes,3+,Graduate,No,Rural,Y,-2763.890453518396,263.45528505591665
LP002142,Female,Yes,0,Graduate,Yes,Rural,N,212.53857524264825,-1610.4198953572256
LP002143,Female,Yes,0,Graduate,No,Semiurban,Y,-2892.5261920720386,-1327.591781893151
LP002144,Female,No,Unknown,Graduate,No,Urban,Y,-1469.877517704354,-1731.2580722597831
LP002149,Male,Yes,2,Graduate,No,Rural,Y,2810.868884564517,1752.293946196467
LP002151,Male,Yes,1,Graduate,No,Urban,N,-1408.498116098364,-1727.4635261446022
LP002158,Male,Yes,0,Not Graduate,No,Urban,N,-2400.7994921362724,-128.59704501048873
LP002160,Male,Yes,3+,Graduate,No,Semiurban,Y,-346.5761891660404,1525.1300160354367
LP002161,Female,No,1,Graduate,No,Semiurban,N,-562.6109042666976,-1666.4314406593944
LP002170,Male,Yes,2,Graduate,No,Semiurban,Y,-548.8147534232057,2012.112539731885
LP002175,Male,Yes,0,Graduate,No,Urban,Y,-703.0535886517109,662.7950109552935
LP002178,Male,Yes,0,Graduate,No,Urban,Y,-2486.0773389929004,1235.9864825704349
LP002180,Male,No,0,Graduate,Yes,Rural,Y,1531.353129596229,-1515.159676916087
LP002181,Male,No,0,Not Graduate,No,Rural,N,926.8782945932026,-1558.7585347559923
LP002187,Male,No,0,Graduate,No,Semiurban,N,-2779.7331674267043,-1826.188872230388
LP002188,Male,No,0,Graduate,No,Rural,N,-162.33200287808995,-1637.2794481628894
LP002190,Male,Yes,1,Graduate,No,Semiurban,Y,1035.9139072809403,-1550.591712718324
LP002191,Male,Yes,0,Graduate,No,Rural,N,14030.208815792344,4667.799665882568
LP002194,Female,No,0,Graduate,Yes,Semiurban,Y,10444.302037874826,-873.8177658782163
LP002197,Male,Yes,2,Graduate,No,Semiurban,Y,-101.25479889080724,-1632.649006021688
LP002201,Male,Yes,2,Graduate,Yes,Rural,Y,3461.5793284127167,6518.9099377507255
LP002205,Male,No,1,Graduate,No,Urban,N,-2361.81834839395,196.5502730997692
LP002209,Female,No,0,Graduate,Unknown,Urban,Y,-2621.16576435264,-351.75128660894416
LP002211,Male,Yes,0,Graduate,No,Urban,Y,-534.8402498772748,-738.514616949712
LP002219,Male,Yes,3+,Graduate,No,Rural,Y,3095.001850353322,3606.184225009519
LP002223,Male,Yes,0,Graduate,No,Semiurban,Y,-974.1553889796214,-1695.7088407495062
LP002224,Male,No,0,Graduate,No,Urban,N,-2212.413643785054,-1785.512319566203
LP002225,Male,Yes,2,Graduate,No,Urban,Y,104.01493161776943,-1618.050229412418
LP002226,Male,Yes,0,Graduate,Unknown,Semiurban,Y,-2128.3672288867165,727.5452312448219
LP002229,Male,No,0,Graduate,No,Semiurban,Y,349.5561146391219,2643.7154103503435
LP002231,Female,No,0,Graduate,No,Urban,Y,711.6194578912518,-1574.0917219360638
LP002234,Male,No,0,Graduate,Yes,Urban,Y,1875.3507029331288,-1490.4791082089
LP002236,Male,Yes,2,Graduate,No,Urban,N,-719.0547476873162,-1677.5581203079605
LP002237,Male,No,1,Graduate,Unknown,Urban,Y,-1615.5182648743948,-1741.7706761688612
LP002239,Male,No,0,Not Graduate,No,Semiurban,Y,-3048.0416028051536,-240.9730847737608
LP002243,Male,Yes,0,Not Graduate,No,Urban,N,-2496.2511447873267,1338.6765955545516
LP002244,Male,Yes,0,Graduate,No,Urban,Y,-3119.720615516621,572.98690094629
LP002250,Male,Yes,0,Graduate,No,Rural,Y,200.7228128622546,-1611.12182421766
LP002255,Male,No,3+,Graduate,No,Rural,Y,3870.550960086771,-1346.3434870121885
LP002262,Male,Yes,3+,Graduate,No,Rural,Y,4207.356533212737,-1321.4128865167684
LP002263,Male,Yes,0,Graduate,No,Urban,Y,-2848.783006162166,289.60903412444986
LP002265,Male,Yes,2,Not Graduate,No,Semiurban,Y,-3401.976419835069,-241.28287593571625
LP002266,Male,Yes,2,Graduate,No,Urban,Y,-2281.780176214516,-386.43475218997537
LP002272,Male,Yes,2,Graduate,No,Semiurban,Y,-2040.210906990356,-1287.2176057882048
LP002277,Female,No,0,Graduate,No,Urban,N,-2101.6482830367454,-1777.3600224935433
LP002281,Male,Yes,0,Graduate,No,Urban,Y,-2352.984532324219,-332.54654230072515
LP002284,Male,No,0,Not Graduate,No,Rural,Y,-1501.0359224240592,-63.54755415276691
LP002287,Female,No,0,Graduate,No,Semiurban,N,-3906.428989114395,-102.505010763879
LP002288,Male,Yes,2,Not Graduate,No,Urban,N,-2392.001343760846,-1798.2063829090498
LP002296,Male,No,0,Not Graduate,No,Rural,N,-2525.5536716535635,-1807.8508454989133
LP002297,Male,No,0,Graduate,No,Semiurban,Y,-4217.655767562851,18121.704313619
LP002300,Female,No,0,Not Graduate,No,Semiurban,Y,-3315.6001485735305,-1864.9329497081285
LP002301,Female,No,0,Graduate,Yes,Rural,N,2149.137795701653,-1470.2665771660454
LP002305,Female,No,0,Graduate,No,Semiurban,Y,-737.8903921585234,-1678.8029637519132
LP002308,Male,Yes,0,Not Graduate,No,Urban,Y,-3284.224226703919,543.9378639640581
LP002314,Female,No,0,Not Graduate,No,Rural,Y,-3066.155223524262,-1846.8689543583607
LP002315,Male,Yes,1,Graduate,No,Semiurban,N,3005.596258516148,-1408.8036130221822
LP002317,Male,Yes,3+,Graduate,No,Rural,N,75516.85456063451,3815.512019020685
LP002318,Female,No,1,Not Graduate,Yes,Semiurban,N,-1416.5153816279085,-1728.078279312836
LP002319,Male,Yes,0,Graduate,Unknown,Urban,Y,966.979904932009,-1555.6687543785931
LP002328,Male,Yes,0,Not Graduate,No,Rural,N,807.8419280253711,-1566.698670399771
LP002332,Male,Yes,0,Not Graduate,No,Rural,Y,-3172.099663958924,184.03649026771745
LP002335,Female,Yes,0,Not Graduate,No,Semiurban,N,-3361.877342699348,1377.9587384997576
LP002337,Female,No,0,Graduate,No,Urban,Y,-2286.2480737185547,-1790.7384280636284
LP002341,Female,No,1,Graduate,No,Urban,N,-2679.4499675046814,-1818.314344617626
LP002342,Male,Yes,2,Graduate,Yes,Urban,N,-5114.260659775012,18058.13765897133
LP002345,Male,Yes,0,Graduate,No,Rural,Y,-4450.077091657427,833.8968559746731
LP002347,Male,Yes,0,Graduate,No,Semiurban,Y,-2137.1936466496245,-358.7904782044227
LP002348,Male,Yes,0,Graduate,No,Rural,Y,540.9295317823489,-1586.5204249532997
LP002357,Female,No,0,Not Graduate,No,Urban,N,-2560.375392032134,-1810.3341746707547
LP002361,Male,Yes,0,Graduate,No,Urban,Y,-3581.4655325325166,-160.32837752632508
LP002362,Male,Yes,1,Graduate,No,Urban,N,1838.135926975772,177.97682742250618
LP002364,Male,Yes,0,Graduate,No,Semiurban,Y,9567.916247190917,-936.6364793242444
LP002366,Male,Yes,0,Graduate,No,Rural,Y,-2923.0976266587027,2474.861477819992
LP002367,Female,No,1,Not Graduate,No,Rural,N,-679.3046392434735,-1674.836674263871
LP002368,Male,Yes,2,Graduate,No,Semiurban,Y,646.6138541788941,-1578.945463327428
LP002369,Male,Yes,0,Graduate,No,Rural,Y,-2362.004487515185,-1779.8323880655007
LP002370,Male,No,0,Not Graduate,No,Urban,Y,-2563.4364889055696,-1810.442684663192
LP002377,Female,No,1,Graduate,Yes,Semiurban,Y,3328.704896818507,-1385.6326460734151
LP002379,Male,No,0,Graduate,No,Rural,N,1209.9209254715024,-1538.58029190016
LP002386,Male,No,0,Graduate,Unknown,Semiurban,Y,7571.523193104987,-1078.128798804536
LP002387,Male,Yes,0,Graduate,No,Semiurban,Y,-3022.3715266446607,502.85370806461833
LP002390,Male,No,0,Graduate,No,Urban,Y,-1532.918745474061,-1736.1792367289263
LP002393,Female,Unknown,Unknown,Graduate,No,Semiurban,Y,4747.867790376634,-1283.4029481448829
LP002398,Male,No,0,Graduate,No,Semiurban,Y,-3485.6160819404336,-21.45919334873929
LP002401,Male,Yes,0,Graduate,No,Urban,Y,-3146.570760569703,-724.3166831365538
LP002403,Male,No,0,Graduate,Yes,Urban,N,5116.296799302197,-1256.5998087768244
LP002407,Female,Yes,0,Not Graduate,Yes,Rural,Y,1850.4925576328344,-1492.1950256141722
LP002408,Male,No,0,Graduate,No,Semiurban,Y,-1986.1280644439669,3308.799098407373
LP002409,Male,Yes,0,Graduate,No,Rural,Y,2476.031064405028,390.8704890326576
LP002418,Male,No,3+,Not Graduate,No,Semiurban,Y,-721.3569413500145,320.73983527401424
LP002422,Male,No,1,Graduate,No,Semiurban,Y,32347.559659418097,704.5566310461477
LP002424,Male,Yes,0,Graduate,No,Rural,Y,1442.1472394292368,6833.103794663392
LP002429,Male,Yes,1,Graduate,Yes,Rural,Y,-1902.947029077306,-549.5080945789432
LP002434,Male,Yes,2,Not Graduate,No,Rural,Y,-633.2034521122077,-1671.2998417294984
LP002435,Male,Yes,0,Graduate,Unknown,Rural,N,-1842.6468840955183,-379.29877866245647
LP002443,Male,Yes,2,Graduate,No,Rural,N,-2064.415177415269,-59.7082644493446
LP002444,Male,No,1,Not Graduate,Yes,Semiurban,N,-2621.535377792688,-267.968722156035
LP002446,Male,Yes,2,Not Graduate,No,Rural,N,-3060.1921859500653,-587.7843203141417
LP002447,Male,Yes,2,Not Graduate,No,Urban,Y,-3425.194341720779,-412.9574682022069
LP002448,Male,Yes,0,Graduate,No,Rural,N,-1459.668086631259,6.902015072230597
LP002449,Male,Yes,0,Graduate,No,Rural,Y,-2973.90406403258,632.5334239048184
LP002453,Male,No,0,Graduate,Yes,Semiurban,Y,1793.2291310104838,-1496.7222754894583
LP002455,Male,Yes,2,Graduate,No,Semiurban,Y,-1424.2346346812874,-1728.3807490245676
LP002459,Male,Yes,0,Graduate,No,Urban,Y,-983.2235262781942,-1696.451484398005
LP002467,Male,Yes,0,Graduate,No,Urban,N,-1758.9661974302458,823.6648332698005
LP002472,Male,No,2,Graduate,No,Rural,Y,-930.224717496296,-1692.4998545887029
LP002473,Male,Yes,0,Graduate,No,Semiurban,N,3039.540428707568,-1406.3860583948103
LP002478,Unknown,Yes,0,Graduate,Yes,Semiurban,Y,-3488.670877075477,2216.85917195444
LP002484,Male,Yes,3+,Graduate,No,Urban,Y,2446.934667790869,-1449.0478622665005
LP002487,Male,Yes,0,Graduate,No,Rural,Y,-2422.910483290831,393.7169381356685
LP002489,Female,No,1,Not Graduate,Unknown,Semiurban,Y,-95.4462557369161,-1632.4021355676005
LP002493,Male,No,0,Graduate,No,Semiurban,N,-1118.0229693814415,-1706.3099772457597
LP002494,Male,No,0,Graduate,No,Rural,Y,711.4971963625685,-1574.2198382259107
LP002500,Male,Yes,3+,Not Graduate,No,Urban,N,-2453.6063969028387,-134.19427267129413
LP002501,Unknown,Yes,0,Graduate,No,Semiurban,Y,11375.280044643194,-806.3510161064248
LP002502,Female,Yes,2,Not Graduate,Unknown,Semiurban,Y,-5273.404516391584,918.8586224401756
LP002505,Male,Yes,0,Graduate,No,Urban,N,-1127.5992444571991,750.3689392452911
LP002515,Male,Yes,1,Graduate,Yes,Semiurban,Y,-1981.1431143859447,316.3244893234173
LP002517,Male,Yes,1,Not Graduate,No,Rural,N,-2734.7163675434026,-318.5416076282004
LP002519,Male,Yes,3+,Graduate,No,Semiurban,Y,-594.3819539087099,-1668.5781698758271
LP002522,Female,No,0,Graduate,Yes,Urban,Y,-2779.700172678928,-1826.0347919270664
LP002524,Male,No,2,Graduate,No,Rural,Y,-89.30827268065968,3028.171346492525
LP002527,Male,Yes,2,Graduate,Yes,Rural,Y,11136.11462315388,193.3183738071129
LP002529,Male,Yes,2,Graduate,No,Semiurban,Y,1284.552721284119,222.29775475393672
LP002530,Unknown,Yes,2,Graduate,No,Semiurban,N,-2541.9783384594616,68.1745480763334
LP002531,Male,Yes,1,Graduate,Yes,Semiurban,Y,11188.383492656269,1435.77246056968
LP002533,Male,Yes,2,Graduate,No,Urban,N,-2448.8610805010344,-194.8373633135964
LP002534,Female,No,0,Not Graduate,No,Rural,Y,-934.0767026774428,-1692.6430821764534
LP002536,Male,Yes,3+,Not Graduate,No,Rural,Y,-2186.104847381906,-1783.1300825078038
LP002537,Male,Yes,0,Graduate,No,Semiurban,Y,-3421.8312069438134,1286.044645491599
LP002541,Male,Yes,0,Graduate,No,Semiurban,Y,5532.564381499634,-1226.2663515150605
LP002543,Male,Yes,2,Graduate,No,Semiurban,Y,3039.200202074012,-1405.7692729403402
LP002544,Male,Yes,1,Not Graduate,No,Rural,Y,-3495.143333988077,564.9572893905352
LP002545,Male,No,2,Graduate,No,Rural,N,-1735.5401883928716,-1750.9228226117611
LP002547,Male,Yes,1,Graduate,No,Urban,N,13014.964606130396,-685.3393922683615
LP002555,Male,Yes,2,Graduate,Yes,Semiurban,Y,-851.4118006694071,401.6922773106153
LP002556,Male,No,0,Graduate,No,Urban,N,-2844.667569663572,-1830.8484969778533
LP002560,Male,No,0,Not Graduate,No,Semiurban,Y,-2781.4441181080124,965.9968312916732
LP002562,Male,Yes,1,Not Graduate,No,Urban,Y,-34.726039416702406,-493.7284010899537
LP002571,Male,No,0,Not Graduate,No,Rural,Y,-1591.687890682137,-1740.3377006517387
LP002582,Female,No,0,Not Graduate,Yes,Semiurban,Y,11945.664121361278,-764.4097666991656
LP002585,Male,Yes,0,Graduate,No,Rural,N,-1840.4648105046624,404.336467712074
LP002586,Female,Yes,1,Graduate,No,Semiurban,Y,-2021.288203219944,-855.5789225562273
LP002587,Male,Yes,0,Not Graduate,No,Rural,Y,-2802.0876795272893,-123.1877120342274
LP002588,Male,Yes,0,Graduate,No,Urban,Y,-865.3858421393479,1176.8080852022626
LP002600,Male,Yes,1,Graduate,Yes,Semiurban,Y,-2385.718861647445,-1797.6421340252948
LP002602,Male,No,0,Graduate,No,Rural,N,676.766187966954,2851.106384490232
LP002603,Female,No,0,Graduate,No,Rural,Y,-4894.561118562693,1714.0461978167891
LP002606,Female,No,0,Graduate,No,Semiurban,Y,-2122.3717144593143,-1778.6364423720522
LP002615,Male,Yes,2,Graduate,No,Semiurban,Y,-824.3867603953022,3954.0684261237793
LP002618,Male,Yes,1,Not Graduate,No,Rural,N,-1614.635954685545,3573.801330109065
LP002619,Male,Yes,0,Not Graduate,No,Semiurban,Y,-1575.5049967925502,-252.1813593321374
LP002622,Male,Yes,2,Graduate,No,Rural,Y,-2088.715264557708,2652.1674122384547
LP002624,Male,Yes,0,Graduate,No,Urban,Y,15028.899684811757,6143.65160961751
LP002625,Unknown,No,0,Graduate,No,Urban,N,-1699.512163344451,-1748.208479578718
LP002626,Male,Yes,0,Graduate,Yes,Urban,Y,-3016.5587962635004,1178.3321001723984
LP002634,Female,No,1,Graduate,No,Urban,Y,7953.723689170235,-1053.3213647322414
LP002637,Male,No,0,Not Graduate,No,Rural,N,-1777.0582224454845,-463.4669976895439
LP002640,Male,Yes,1,Graduate,No,Semiurban,Y,633.0767899015391,430.0859705845592
LP002643,Male,Yes,2,Graduate,No,Urban,Y,-2144.649275293415,260.33032392016867
LP002648,Male,Yes,0,Graduate,No,Semiurban,N,-3628.119583413985,4796.0222964425375
LP002652,Male,No,0,Graduate,No,Rural,N,264.69686452943006,2070.264978706408
LP002659,Male,Yes,3+,Graduate,No,Rural,Y,-2062.2719518912854,1662.8474375280823
LP002670,Female,Yes,2,Graduate,No,Semiurban,Y,-3364.7189986903013,-232.01654561201303
LP002682,Male,Yes,Unknown,Not Graduate,No,Semiurban,N,-2336.3963429433247,10.730670439851338
LP002683,Male,No,0,Graduate,No,Semiurban,N,-739.4030631379028,241.5160834831422
LP002684,Female,No,0,Not Graduate,No,Rural,N,-1882.040774781874,-1761.3631342794763
LP002689,Male,Yes,2,Not Graduate,No,Semiurban,Y,-3212.513309061823,-111.10463689885069
LP002690,Male,No,0,Graduate,No,Semiurban,Y,-2779.9905438095507,-1826.339068115453
LP002692,Male,Yes,3+,Graduate,Yes,Rural,Y,286.6491644231792,-177.47099772717934
LP002693,Male,Yes,2,Graduate,Yes,Rural,Y,2141.7492035049063,5715.692411943195
LP002697,Male,No,0,Graduate,No,Semiurban,N,-755.1978421562417,412.3940180728296
LP002699,Male,Yes,2,Graduate,Yes,Rural,Y,12183.380973835494,-745.9825087596405
LP002705,Male,Yes,0,Graduate,No,Semiurban,Y,-1507.907773262913,-1734.3031739613452
LP002706,Male,Yes,1,Not Graduate,No,Semiurban,Y,-104.29000330242708,-199.1593822361901
LP002714,Male,No,1,Not Graduate,No,Semiurban,Y,-2694.7769743853123,-514.5748926006313
LP002716,Male,No,0,Not Graduate,No,Semiurban,Y,1492.3711631363349,-1518.0495014001824
LP002717,Male,Yes,0,Graduate,No,Rural,Y,-4645.358056058057,3554.592920989808
LP002720,Male,Yes,3+,Graduate,No,Urban,Y,-1003.3087175025394,-1698.0324072932242
LP002723,Male,No,2,Graduate,No,Rural,N,-1694.4182716672076,-1747.7371808265584
LP002729,Male,No,1,Graduate,No,Semiurban,N,5948.182450414443,-1196.6135130618504
LP002731,Female,No,0,Not Graduate,Yes,Urban,Y,12844.538866713436,-700.4111711924354
LP002732,Male,No,0,Not Graduate,Unknown,Rural,Y,-2876.401958816024,214.47741534910256
LP002734,Male,Yes,0,Graduate,No,Urban,Y,564.7074052941889,2332.5859754856347
LP002738,Male,No,2,Graduate,No,Semiurban,Y,-1665.5171086357,-1745.677853111908
LP002739,Male,Yes,0,Not Graduate,No,Rural,N,-2402.5373067866435,-1261.6966114438071
LP002740,Male,Yes,3+,Graduate,No,Rural,Y,1127.619417458833,-1543.859446864851
LP002741,Female,Yes,1,Graduate,No,Semiurban,Y,-881.3352101656628,1163.6010843483868
LP002743,Female,No,0,Graduate,No,Semiurban,N,-3140.706734300016,-1851.992685788574
LP002753,Female,No,1,Graduate,Unknown,Semiurban,Y,-1630.700422524203,-1743.259554208296
LP002755,Male,Yes,1,Not Graduate,No,Urban,Y,-3221.2291584470904,672.8898959022299
LP002757,Female,Yes,0,Not Graduate,No,Semiurban,Y,-2311.6554865771755,-1127.5567545872532
LP002767,Male,Yes,0,Graduate,No,Rural,Y,-2652.1360602070345,138.61142812691196
LP002768,Male,No,0,Not Graduate,No,Semiurban,N,-1923.8944729567352,-1764.0196309557032
LP002772,Male,No,0,Graduate,No,Rural,Y,-2881.57143514821,-45.41678151527435
LP002776,Female,No,0,Graduate,No,Semiurban,N,-286.1678825628642,-1646.3557116219897
LP002777,Male,Yes,0,Graduate,No,Rural,Y,-2640.269926430085,205.29964912894133
LP002778,Male,Yes,2,Graduate,Yes,Rural,N,1342.748528999423,-1528.841457473715
LP002784,Male,Yes,1,Not Graduate,No,Rural,Y,-2958.178085377062,542.4552557820239
LP002785,Male,Yes,1,Graduate,No,Urban,Y,-2182.0641888331606,1475.822663020719
LP002788,Male,Yes,0,Not Graduate,No,Urban,N,-2992.653755065981,498.25965107301545
LP002789,Male,Yes,0,Graduate,No,Rural,N,-1995.9115995163,2507.9010019608504
LP002792,Male,Yes,1,Graduate,No,Semiurban,Y,105.81622101863924,-584.0521297344001
LP002794,Female,No,0,Graduate,No,Urban,Y,-2730.046192978166,-193.3623471425024
LP002795,Male,Yes,3+,Graduate,Yes,Semiurban,Y,4840.579705424921,-1275.914847343263
LP002798,Male,Yes,0,Graduate,No,Semiurban,Y,-1587.708971581947,936.17433750367
LP002804,Female,Yes,0,Graduate,No,Semiurban,Y,-1269.2228351026788,595.3334752324008
LP002807,Male,Yes,2,Not Graduate,No,Semiurban,Y,-1625.0614782777898,-1500.1364745456174
LP002813,Female,Yes,1,Graduate,Yes,Semiurban,Y,14163.71582579808,-601.8512818777353
LP002820,Male,Yes,0,Graduate,No,Rural,Y,487.5554036720269,469.4416110193165
LP002821,Male,No,0,Not Graduate,Yes,Semiurban,Y,511.9595955524565,-1588.6518170622471
LP002832,Male,Yes,2,Graduate,No,Urban,N,3504.072074515673,-1372.1959315307042
LP002833,Male,Yes,0,Not Graduate,No,Rural,Y,-817.642773449119,-1684.5100956879014
LP002836,Male,No,0,Graduate,No,Urban,Y,-1949.0564258857748,-1766.3765694139856
LP002837,Male,Yes,3+,Graduate,No,Rural,N,-2061.580817060595,732.3184473171264
LP002840,Female,No,0,Graduate,No,Urban,N,-2902.022692432436,-1835.471834070525
LP002841,Male,Yes,0,Graduate,No,Urban,N,-2263.764374797661,280.4968750975254
LP002842,Male,Yes,1,Graduate,No,Urban,Y,-1990.2177131132903,-13.993034246523166
LP002847,Male,Yes,Unknown,Graduate,No,Urban,N,-274.32698871768844,-190.3232041634644
LP002855,Male,Yes,2,Graduate,No,Urban,Y,11350.60892555179,-806.8976465572625
LP002862,Male,Yes,2,Not Graduate,No,Semiurban,N,719.6331139197055,55.705648120253954
LP002863,Male,Yes,3+,Graduate,No,Semiurban,N,1116.510844010911,-1544.9728865411876
LP002868,Male,Yes,2,Graduate,No,Urban,Y,-2155.328608283065,-1318.369208671958
LP002872,Unknown,Yes,0,Graduate,No,Semiurban,N,-2352.810691069252,420.69568994402425
LP002874,Male,No,0,Graduate,No,Urban,Y,-2249.4170200299413,958.3043071019453
LP002877,Male,Yes,1,Graduate,No,Rural,Y,-3656.198093436319,348.6552226120989
LP002888,Male,No,0,Graduate,Unknown,Urban,Y,-2308.70276674224,1132.8703818058475
LP002892,Male,Yes,2,Graduate,No,Semiurban,Y,1250.5803529464256,-1534.905979931592
LP002893,Male,No,0,Graduate,No,Urban,N,-5874.919430576445,31874.686624325583
LP002894,Female,Yes,0,Graduate,No,Semiurban,Y,-2115.8790841224454,-1778.6460303072404
LP002898,Male,Yes,1,Graduate,No,Rural,N,-3398.3217528781843,-1870.8315786501407
LP002911,Male,Yes,1,Graduate,No,Rural,N,-2630.881813760309,106.99067675658809
LP002912,Male,Yes,1,Graduate,No,Rural,N,-1216.339963969781,1295.2462849953708
LP002916,Male,Yes,0,Graduate,No,Urban,Y,-3091.51897080904,-322.51329907856234
LP002917,Female,No,0,Not Graduate,No,Semiurban,Y,-3113.9990109530763,-1850.2852262518384
LP002925,Unknown,No,0,Graduate,No,Semiurban,Y,-535.582243318463,-1664.3876768805528
LP002926,Male,Yes,2,Graduate,Yes,Semiurban,N,-2554.1924229466504,-1809.694948079011
LP002928,Male,Yes,0,Graduate,No,Semiurban,Y,-2526.823716197335,1616.916056856021
LP002931,Male,Yes,2,Graduate,Yes,Semiurban,N,712.0498026072482,-1573.5212636907404
LP002933,Unknown,No,3+,Graduate,Yes,Semiurban,Y,4060.871230603324,-1331.8371846669947
LP002936,Male,Yes,0,Graduate,No,Rural,Y,-1661.0745359857087,1563.618478892951
